id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
12438,M,1.45,1.1875,0.375,29.1149365,13.79203175,5.4714535,9.07184,12.0
12439,M,1.6125,1.2625,0.4,30.71668325,14.0330025,6.010094,8.221355,11.0
12440,M,1.3625,1.0125,0.35,18.10115575,8.34892775,3.95475525,4.55009475,10.0
12441,M,1.4125,1.075,0.3125,24.56484175,11.32562525,4.9044635,6.520385,8.0
12442,F,1.3125,1.0125,0.3,18.12950525,8.845044,4.01145425,5.6699,10.0
12443,F,1.4125,1.1,0.4,25.86891875,12.246984,5.5848515,7.5126175,9.0
12444,F,1.6125,1.25,0.475,41.23434775,14.04717725,8.83086925,11.90679,16.0
12445,M,1.2375,0.9375,0.3125,13.16834275,5.6982495,2.73572675,4.252425,9.0
12446,F,1.55,1.2125,0.3125,29.86619825,13.50853675,6.2652395,8.9300925,9.0
12447,M,1.3,1.0,0.3125,18.24290325,7.27164675,4.5075705,5.2446575,9.0
12448,M,1.65,1.25,0.4625,37.15201975,16.6411565,7.47009325,9.4970825,11.0
12449,I,0.3875,0.325,0.1,0.8221355,0.2551455,0.18427175,0.1417475,5.0
12450,M,1.35,1.0625,0.4125,26.01066625,10.3475675,4.55009475,7.2291225,10.0
12451,M,1.4125,1.0625,0.35,21.4038725,9.48290775,4.80524025,6.23689,9.0
12452,I,1.1,0.8375,0.325,10.33339275,4.32329875,2.33883375,3.5436875,8.0
12453,M,1.3125,1.0,0.3625,18.5689225,7.540967,4.479221,6.3786375,13.0
12454,I,0.4125,0.2875,0.0875,0.66621325,0.21262125,0.12757275,0.1417475,4.0
12455,F,1.6375,1.3125,0.4375,36.1456125,16.8112535,7.7961125,10.3475675,10.0
12456,I,0.7,0.5,0.175,3.38776525,1.5592225,0.32601925,0.9922325,5.0
12457,I,0.9625,0.725,0.225,7.9662095,3.10427025,1.757669,2.1262125,7.0
12458,M,1.5625,1.225,0.4375,29.44095575,11.623295,6.47786075,11.90679,16.0
12459,M,1.8,1.375,0.4875,58.9541455,16.896302,9.015141,17.0380495,16.0
12460,I,1.175,0.9125,0.3375,13.551061,5.839997,3.92640575,4.40834725,9.0
12461,M,1.425,1.1625,0.3875,31.127751,12.48795475,6.4920355,9.4970825,19.0
12462,F,1.6875,1.3125,0.5125,41.4753185,17.61921425,8.63242275,11.90679,13.0
12463,I,1.3125,0.975,0.275,16.17338975,6.67630725,3.01922175,4.40834725,8.0
12464,I,1.3125,1.0875,0.3125,19.43358225,9.6671795,4.252425,4.9611625,9.0
12465,F,1.475,1.25,0.45,32.58775025,12.85649825,6.4920355,10.3475675,15.0
12466,I,0.9625,0.7125,0.225,6.30776375,2.65067825,1.48834875,1.871067,7.0
12467,M,1.5625,1.2375,0.425,36.117263,16.4143605,8.6465975,9.07184,10.0
12468,M,1.225,0.9375,0.3,16.839603,6.7755305,4.01145425,5.2446575,11.0
12469,M,1.3625,1.025,0.3125,23.586784,11.0846545,5.6982495,6.0951425,8.0
12470,M,1.65,1.275,0.425,38.952213,17.5483405,7.41339425,10.0640725,10.0
12471,I,1.2125,0.9375,0.325,16.51358375,6.76135575,3.231843,5.2446575,9.0
12472,I,1.025,0.775,0.2375,10.53183925,4.60679375,1.80019325,2.9766975,7.0
12473,M,1.3125,1.05,0.4,24.99008425,8.77417025,5.8116475,10.0640725,15.0
12474,I,1.125,0.8625,0.225,11.2547515,5.88252125,2.14038725,3.5436875,7.0
12475,I,0.75,0.575,0.2,3.6003865,1.474174,0.94970825,1.190679,6.0
12476,F,1.5,1.25,0.4125,34.74231225,15.138633,7.98038425,9.355335,10.0
12477,F,1.2875,0.975,0.3125,16.8679525,8.83086925,3.685435,4.40834725,8.0
12478,M,1.375,1.025,0.3625,21.885814,9.42620875,4.309124,6.0951425,10.0
12479,M,1.575,1.175,0.375,28.76056775,13.9196045,6.36446275,7.824462,11.0
12480,M,1.325,1.0875,0.375,23.756881,8.63242275,4.706017,7.2291225,14.0
12481,I,1.4375,1.125,0.4,29.44095575,13.25339125,6.08096775,6.973977,9.0
12482,M,1.8,1.375,0.4875,45.7844425,20.14231975,9.11436425,12.47378,10.0
12483,M,1.3125,1.0,0.325,18.653971,9.8939755,3.72795925,4.819415,8.0
12484,F,1.5625,1.2125,0.4,36.61337925,14.35902175,8.29222875,11.056305,12.0
12485,I,1.1625,0.9125,0.3125,16.23008875,7.427569,3.50116325,4.9611625,7.0
12486,I,0.7125,0.525,0.15,2.99087225,14.0330025,0.56699,0.9922325,8.0
12487,M,1.45,1.125,0.3625,24.153774,11.43902325,5.76912325,7.087375,10.0
12488,F,1.625,1.25,0.4125,36.61337925,16.0174675,8.54737425,9.2135875,9.0
12489,M,1.2875,0.9875,0.3125,17.7184375,8.40562675,3.72795925,4.6776675,9.0
12490,M,1.475,1.1875,0.4,30.51823675,13.6928085,7.78193775,7.7961125,10.0
12491,M,1.5125,1.2,0.3625,31.34037225,11.453198,6.5487345,9.7805775,14.0
12492,F,1.5,1.2,0.4,31.2694985,14.75591475,7.994559,8.50485,11.0
12493,M,1.6125,1.2625,0.4,36.967748,15.97494325,9.00096625,10.0640725,13.0
12494,M,1.475,1.1875,0.375,27.68328675,13.62193475,5.74077375,7.72523875,9.0
12495,F,1.4625,1.1875,0.425,27.54153925,10.035723,5.10291,7.7961125,14.0
12496,M,1.3,1.025,0.375,22.1976585,10.33339275,4.60679375,6.23689,11.0
12497,I,0.9375,0.6875,0.225,5.03203625,2.721552,1.247378,1.71514475,6.0
12498,F,1.575,1.2375,0.475,47.513762,16.51358375,8.0229085,14.17475,17.0
12499,F,1.3875,1.075,0.3375,22.97726975,8.8166945,5.48562825,6.6621325,12.0
12500,M,1.225,0.9125,0.3375,16.386011,7.10154975,3.8271825,4.9611625,9.0
12501,F,1.3625,1.05,0.3,23.00561925,7.93786,5.1312595,7.087375,13.0
12502,M,1.6125,1.2375,0.4875,34.6147395,15.77649675,7.27164675,11.1980525,8.0
12503,M,1.5625,1.225,0.4375,33.12639075,14.04717725,7.200773,10.0640725,10.0
12504,M,1.7375,1.425,0.4875,53.4388075,26.932025,11.623295,12.6155275,10.0
12505,F,1.425,1.15,0.3625,24.42309425,9.76640275,5.25883225,7.7961125,11.0
12506,F,1.425,1.0875,0.3875,25.7696955,10.432616,4.77689075,7.7961125,12.0
12507,F,1.25,1.0,0.3875,22.15513425,8.09378225,4.46504625,6.6621325,10.0
12508,I,0.675,0.475,0.2,2.721552,1.0489315,0.63786375,0.850485,5.0
12509,F,1.55,1.1875,0.4125,31.19862475,13.834556,6.5487345,9.355335,11.0
12510,M,1.6125,1.2375,0.3875,29.44095575,11.963489,6.8889285,8.6465975,11.0
12511,M,1.2125,0.9375,0.3,16.23008875,6.25106475,3.72795925,4.819415,9.0
12512,F,1.625,1.3125,0.4375,41.00755175,17.8318355,9.5537815,10.8578585,10.0
12513,F,1.4625,1.125,0.4625,25.0326085,11.396499,5.5848515,6.747181,11.0
12514,I,0.7625,0.5625,0.1875,4.309124,1.8427175,1.020582,1.2757275,6.0
12515,F,1.2875,0.975,0.325,16.839603,6.87475375,3.6003865,6.3786375,13.0
12516,I,1.0875,0.875,0.275,11.41067375,5.6699,2.608154,3.685435,8.0
12517,F,1.175,0.875,0.35,13.53688625,5.3013565,2.67902775,4.9611625,10.0
12518,M,1.25,0.9625,0.3,15.989118,6.44951125,3.52951275,4.9611625,9.0
12519,M,1.325,1.0375,0.35,23.23241525,10.87203325,4.01145425,5.93922025,10.0
12520,F,1.3,1.0625,0.3625,24.720764,10.4609655,5.726599,6.0951425,8.0
12521,I,0.8125,0.6,0.2,4.60679375,2.05533875,1.09145575,1.417475,6.0
12522,M,1.425,1.125,0.3625,24.6357155,10.21999475,5.329706,7.7961125,9.0
12523,I,0.85,0.65,0.225,5.10291,2.11203775,1.1056305,1.5592225,6.0
12524,I,0.5125,0.3875,0.1,1.06310625,0.35436875,0.18427175,0.3118445,4.0
12525,M,1.425,1.1625,0.4,30.06464475,10.77281,7.3992195,10.77281,11.0
12526,M,1.6125,1.25,0.375,36.92522375,17.08057375,7.21494775,8.9300925,9.0
12527,F,1.325,1.025,0.325,18.24290325,8.7032965,4.139027,5.953395,10.0
12528,M,1.4,1.125,0.35,24.097075,9.695529,5.329706,7.7961125,13.0
12529,I,1.2125,0.9375,0.3,14.52911875,6.6621325,2.93417325,3.8271825,8.0
12530,F,1.6375,1.275,0.425,38.6403685,17.3215445,9.62465525,9.6104805,10.0
12531,F,1.6125,1.2375,0.3875,32.1199835,14.231449,8.17883075,8.5331995,11.0
12532,I,0.4375,0.325,0.1,0.89300925,0.35436875,0.18427175,0.29766975,4.0
12533,I,1.4625,1.0875,0.375,27.669112,12.587178,6.3786375,7.7961125,9.0
12534,M,1.525,1.175,0.4,33.57998275,15.762322,6.76135575,7.93786,9.0
12535,I,1.375,1.0625,0.3,19.17843675,9.08601475,3.95475525,5.386405,8.0
12536,M,1.2375,0.9375,0.325,16.40018575,7.1724235,3.27436725,4.53592,9.0
12537,M,1.55,1.2,0.4,31.467945,13.13999325,7.35669525,9.6671795,11.0
12538,M,1.45,1.1875,0.35,30.06464475,13.42348825,6.8889285,7.72523875,11.0
12539,I,1.175,0.85,0.25,11.1413535,4.32329875,2.551455,3.2034935,7.0
12540,F,1.4375,1.1125,0.4125,29.766975,13.19669225,6.39281225,7.5126175,10.0
12541,M,1.45,1.1125,0.35,24.6357155,9.28446125,5.783298,8.0796075,13.0
12542,M,1.4375,1.125,0.3875,26.69105425,10.78698475,5.839997,7.2291225,8.0
12543,I,1.375,1.125,0.35,23.85610425,10.432616,4.55009475,6.747181,9.0
12544,M,1.525,1.175,0.4,29.1716355,14.798439,6.0951425,7.087375,11.0
12545,M,1.4125,1.1,0.375,31.51046925,14.27397325,7.2858215,7.2291225,10.0
12546,F,1.55,1.2125,0.375,34.6147395,16.42853525,7.64019025,7.654365,10.0
12547,M,1.3875,1.125,0.35,23.79940525,11.49572225,5.3013565,6.6621325,9.0
12548,F,1.4375,1.175,0.325,21.87163925,9.42620875,4.252425,7.654365,9.0
12549,I,1.0,0.7875,0.2375,8.1363065,3.21766825,1.8994165,2.1829115,6.0
12550,F,1.4875,1.1875,0.4,31.96406125,11.793392,6.39281225,10.0640725,11.0
12551,F,1.5625,1.225,0.4,35.3518265,16.6978555,6.98815175,9.7805775,9.0
12552,M,1.25,0.9625,0.3125,17.67591325,8.09378225,3.78465825,4.9611625,8.0
12553,M,1.65,1.2625,0.4375,37.42134,18.49804875,8.0229085,9.79475225,11.0
12554,I,0.9625,0.7,0.225,7.83863675,3.2601925,1.70097,2.4097075,7.0
12555,F,1.4375,1.125,0.3875,23.133192,11.32562525,4.422522,6.520385,10.0
12556,I,1.0875,0.825,0.3125,12.757275,5.4147545,2.50893075,3.33106625,8.0
12557,M,1.475,1.125,0.3875,27.93843225,12.60135275,4.8477645,7.654365,16.0
12558,F,1.525,1.175,0.3875,35.096681,15.35125425,8.391452,9.355335,9.0
12559,M,1.25,1.025,0.375,23.28911425,7.98038425,4.082328,7.93786,13.0
12560,M,1.625,1.3125,0.425,44.80638475,20.70930975,10.44679075,10.0640725,11.0
12561,F,1.5,1.2,0.375,28.973189,12.6155275,7.41339425,8.6465975,15.0
12562,F,1.8,1.4125,0.45,49.47746675,17.90270925,9.865626,16.44271,10.0
12563,F,1.625,1.25,0.4375,39.2073585,18.24290325,8.57572375,9.922325,9.0
12564,M,1.5875,1.3125,0.475,34.189497,15.52135125,8.60407325,9.39785925,11.0
12565,M,1.625,1.3125,0.5,38.42774725,14.911837,7.98038425,11.90679,18.0
12566,F,1.525,1.125,0.425,31.70891575,10.035723,7.32834575,9.4970825,13.0
12567,M,1.4625,1.1625,0.375,29.41260625,13.154168,6.30776375,8.06543275,9.0
12568,F,1.4875,1.075,0.3375,23.65765775,11.0846545,4.89028875,6.23689,9.0
12569,F,1.3125,1.025,0.3125,16.82542825,6.90310325,3.95475525,5.10291,9.0
12570,F,1.2875,1.025,0.3125,18.75319425,7.75358825,4.63514325,5.613201,14.0
12571,F,1.5375,1.25,0.45,37.704835,16.9246515,7.3425205,10.0640725,11.0
12572,M,1.55,1.1625,0.3625,30.40483875,14.67086625,6.76135575,8.06543275,10.0
12573,F,1.45,1.1125,0.3625,27.1304715,9.31281075,6.30776375,6.520385,9.0
12574,M,1.45,1.1125,0.375,27.71163625,12.26115875,5.4714535,8.221355,11.0
12575,M,1.3125,1.025,0.4125,24.76328825,8.3064035,4.60679375,9.07184,17.0
12576,F,1.2625,0.9625,0.3625,17.33571925,7.69688925,5.0745605,4.762716,11.0
12577,F,1.4125,1.0625,0.3875,23.0481435,9.015141,5.57067675,7.030676,10.0
12578,M,1.65,1.25,0.4625,40.9083285,18.10115575,8.57572375,10.0073735,9.0
12579,I,0.8875,0.675,0.225,8.561549,4.46504625,1.80019325,2.1829115,6.0
12580,F,1.25,0.9625,0.2875,16.40018575,7.81028725,3.50116325,4.6776675,8.0
12581,F,1.25,1.0,0.375,21.885814,7.824462,5.40057975,6.23689,9.0
12582,M,1.6125,1.3125,0.475,38.51279575,18.9091165,8.49067525,10.0640725,12.0
12583,M,1.4875,1.1375,0.375,35.3518265,17.08057375,7.52679225,8.3631025,9.0
12584,I,1.125,0.8875,0.3125,12.60135275,4.97533725,2.9199985,4.252425,8.0
12585,M,1.6125,1.2625,0.475,41.23434775,16.5277585,8.3631025,10.61688775,13.0
12586,M,1.575,1.275,0.4375,34.03357475,14.44407025,7.257472,10.489315,12.0
12587,F,1.6875,1.2625,0.4125,40.83745475,19.54698025,9.922325,8.7599955,12.0
12588,M,1.525,1.225,0.4375,31.638042,11.5382465,7.01650125,8.3631025,13.0
12589,F,1.675,1.3625,0.5125,44.9906565,15.4504775,8.32057825,13.7495075,23.0
12590,I,1.25,0.9375,0.2875,14.004653,6.25106475,2.9199985,4.252425,8.0
12591,M,1.375,1.075,0.3375,24.5790165,12.57300325,4.3941725,5.953395,9.0
12592,M,1.3875,1.1,0.4,24.67823975,11.5382465,5.99591925,7.2291225,9.0
12593,M,1.875,1.4125,0.475,63.37530725,31.22697425,13.380964,16.556108,10.0
12594,M,1.45,1.1125,0.4125,27.68328675,10.33339275,5.953395,8.50485,20.0
12595,M,1.5625,1.25,0.3875,31.241149,12.8990225,6.67630725,10.0640725,13.0
12596,M,1.6125,1.3,0.4125,37.32211675,16.896302,8.164656,10.489315,10.0
12597,M,1.6375,1.275,0.4375,40.61065875,20.695135,9.6104805,10.035723,10.0
12598,F,1.5625,1.225,0.3875,32.034935,16.68368075,5.556502,8.788345,9.0
12599,M,1.5,1.2125,0.4125,34.8415355,14.35902175,7.824462,9.63883,11.0
12600,M,1.5625,1.225,0.4125,35.210079,16.4710595,7.3425205,8.97261675,13.0
12601,M,1.4375,1.0875,0.4,24.62154075,10.546014,5.40057975,8.0796075,10.0
12602,F,1.125,0.8375,0.25,12.0485375,5.28718175,2.36718325,3.2601925,7.0
12603,F,1.725,1.3,0.425,41.560367,17.7184375,9.4970825,11.3398,11.0
12604,F,1.8,1.4,0.5,51.5110415,19.60367925,10.4042665,14.17475,11.0
12605,F,1.55,1.2625,0.375,31.9498865,15.0535845,6.98815175,7.93786,10.0
12606,F,1.3125,1.0,0.325,18.4555245,7.654365,3.6570855,5.10291,9.0
12607,F,1.3125,1.0625,0.3875,20.25571775,9.05766525,4.309124,6.3786375,8.0
12608,I,0.925,0.6875,0.2375,5.443104,2.948348,1.65844575,1.984465,7.0
12609,M,1.6625,1.325,0.3875,43.1762885,19.03668925,8.4765005,9.05766525,10.0
12610,M,1.1875,0.9375,0.3125,16.51358375,7.10154975,3.118445,4.252425,7.0
12611,M,1.125,0.9125,0.275,12.6722265,5.443104,2.2963095,3.96893,9.0
12612,F,1.5625,1.2125,0.375,32.89959475,13.8062065,7.01650125,8.6465975,9.0
12613,I,0.375,0.3125,0.125,0.66621325,0.226796,0.09922325,0.226796,4.0
12614,F,1.5125,1.2125,0.4125,34.65726375,17.78931125,6.917278,9.7805775,11.0
12615,M,1.525,1.225,0.425,32.6869735,15.80484625,7.41339425,8.9867915,13.0
12616,I,0.925,0.6875,0.2,6.95980225,2.721552,1.43164975,1.927766,6.0
12617,M,1.55,1.1875,0.4125,32.89959475,14.33067225,7.144074,8.0796075,10.0
12618,F,1.6125,1.2875,0.4625,37.74735925,14.4298955,8.674947,10.3475675,10.0
12619,F,1.3125,1.0,0.35,18.2287285,7.98038425,4.06815325,5.953395,8.0
12620,M,0.9375,0.7,0.225,7.93786,3.16096925,1.7293195,2.26796,10.0
12621,I,0.5875,0.4375,0.1375,1.8994165,0.7654365,0.35436875,0.510291,5.0
12622,M,1.8875,1.4625,0.4625,55.23900075,25.24522975,13.96212875,13.60776,12.0
12623,M,1.575,1.2,0.425,32.16250775,12.85649825,7.654365,10.9145575,16.0
12624,F,1.7,1.3125,0.4375,42.354153,17.1514475,9.241937,11.90679,14.0
12625,I,1.025,0.8125,0.2625,9.19941275,4.46504625,1.85689225,2.9766975,8.0
12626,M,1.425,1.15,0.4625,24.93338525,10.95708175,5.14543425,8.3631025,9.0
12627,M,1.5,1.1875,0.4375,29.937072,13.7495075,6.56290925,8.0796075,8.0
12628,F,1.5,1.1875,0.375,30.91512975,13.05494475,6.5487345,10.0640725,10.0
12629,M,1.35,1.05,0.35,21.50309575,9.2135875,5.25883225,5.20213325,8.0
12630,M,1.5125,1.1625,0.35,30.51823675,13.9196045,6.23689,9.355335,10.0
12631,F,1.5875,1.2625,0.45,36.95357325,14.401546,8.83086925,11.623295,10.0
12632,F,1.425,1.1375,0.3625,23.51591025,9.3269855,5.8116475,7.6260155,12.0
12633,I,0.825,0.55,0.1875,4.6209685,2.211261,0.75126175,1.530873,5.0
12634,M,1.4625,1.125,0.375,28.22192725,15.2803805,5.25883225,7.7961125,11.0
12635,F,1.55,1.2,0.375,32.16250775,14.571643,7.144074,8.9300925,8.0
12636,M,1.3,1.1,0.2875,21.87163925,7.37087,4.5075705,7.087375,14.0
12637,I,1.375,1.075,0.375,20.184844,8.26387925,3.515338,7.5126175,10.0
12638,M,1.6125,1.2875,0.475,41.23434775,17.0097,8.57572375,11.623295,15.0
12639,M,1.125,0.8625,0.275,12.927372,5.71242425,2.42388225,3.61456125,6.0
12640,M,1.475,1.175,0.4125,28.67551925,12.00601325,6.27941425,8.6465975,10.0
12641,M,1.3,1.025,0.3125,19.74542675,9.8372765,3.6570855,4.932813,8.0
12642,M,1.2625,1.025,0.3875,20.241543,8.94426725,4.77689075,6.80388,10.0
12643,I,1.0875,0.8125,0.275,9.28446125,4.3941725,1.31825175,2.6932025,8.0
12644,F,1.1125,0.8875,0.25,11.169703,5.499803,2.891649,3.1467945,7.0
12645,M,1.35,1.025,0.375,21.64484325,9.82310175,5.1879585,4.6776675,9.0
12646,I,1.2,0.925,0.3125,14.81261375,5.74077375,3.24601775,4.3941725,8.0
12647,M,1.6,1.275,0.4,35.19590425,17.70426275,7.7394135,9.19941275,11.0
12648,I,1.375,1.0625,0.3375,23.09066775,11.623295,5.34388075,6.0384435,9.0
12649,I,1.2875,1.0,0.3375,17.08057375,8.46232575,4.082328,4.9611625,8.0
12650,M,1.6375,1.2875,0.4125,39.2640575,16.612807,8.83086925,10.9145575,15.0
12651,F,1.725,1.325,0.45,43.02036625,20.4966885,7.257472,12.757275,12.0
12652,M,1.4875,1.1625,0.375,30.51823675,13.5227115,7.3425205,7.654365,11.0
12653,I,1.15,0.875,0.275,13.11164375,5.499803,2.948348,3.4869885,7.0
12654,I,1.1375,0.875,0.3125,13.90542975,5.6699,3.75630875,3.58621175,8.0
12655,I,1.2375,0.9875,0.25,15.83319575,8.09378225,2.93417325,4.5642695,10.0
12656,M,1.375,1.075,0.3875,22.55202725,9.62465525,5.68407475,5.6699,13.0
12657,F,1.4125,1.05,0.35,24.720764,12.0485375,4.63514325,6.0384435,9.0
12658,I,0.675,0.475,0.15,2.42388225,1.1056305,0.4819415,0.850485,7.0
12659,I,0.9875,0.7375,0.225,8.5331995,3.345241,2.26796,2.28213475,8.0
12660,M,1.45,1.125,0.35,24.5790165,11.60912025,4.139027,6.3786375,9.0
12661,M,1.3,1.0125,0.35,22.339406,9.87980075,4.86193925,7.4559185,9.0
12662,I,0.725,0.5625,0.1875,3.67126025,1.5025235,0.69456275,1.13398,6.0
12663,F,1.3625,1.05,0.3625,22.92057075,9.68135425,5.8683465,6.0951425,9.0
12664,I,0.7375,0.5875,0.1875,3.4302895,1.65844575,0.7654365,1.530873,7.0
12665,I,0.4625,0.3375,0.1,0.75126175,0.2551455,0.18427175,0.2551455,5.0
12666,F,1.6125,1.275,0.5625,38.612019,16.2442635,8.164656,12.757275,13.0
12667,F,1.425,1.1125,0.45,24.70658925,7.9662095,3.8838815,8.50485,16.0
12668,I,0.875,0.6625,0.225,5.1879585,2.11203775,1.17650425,1.70097,6.0
12669,I,0.5375,0.375,0.1,1.0489315,0.56699,0.18427175,0.283495,4.0
12670,F,1.675,1.3375,0.4375,44.06929775,16.44271,10.1207715,13.324265,18.0
12671,F,1.475,1.15,0.425,29.540179,10.546014,7.597666,8.50485,15.0
12672,M,1.5875,1.2125,0.4125,32.10580875,12.8990225,7.3992195,10.489315,11.0
12673,M,1.1875,0.9,0.3,13.154168,6.2652395,3.10427025,4.3941725,10.0
12674,I,1.075,0.8375,0.275,10.886208,4.29494925,2.25378525,3.118445,7.0
12675,F,1.25,0.975,0.3125,17.179797,7.0590255,4.252425,5.10291,10.0
12676,I,1.25,0.975,0.35,17.73261225,5.4714535,3.92640575,5.386405,14.0
12677,F,1.575,1.25,0.4125,32.034935,14.92601175,8.15048125,8.9300925,10.0
12678,I,1.3125,1.025,0.325,21.0069795,9.865626,4.43669675,7.2291225,13.0
12679,I,0.5875,0.425,0.125,1.360776,0.5953395,0.41106775,0.4252425,4.0
12680,M,1.5625,1.2125,0.4,34.0477495,13.79203175,7.540967,10.0640725,10.0
12681,I,1.0625,0.825,0.2625,10.19164525,4.32329875,1.8427175,3.40194,7.0
12682,M,0.9375,0.725,0.2,7.93786,3.2601925,1.63009625,1.927766,9.0
12683,M,1.5625,1.225,0.3875,32.98464325,13.93377925,7.1724235,8.9300925,11.0
12684,I,0.8,0.6375,0.2125,5.06038575,2.26796,1.14815475,1.5592225,6.0
12685,M,1.3875,1.1125,0.35,26.251637,11.15552825,5.5281525,6.80388,10.0
12686,I,1.25,0.9375,0.3,14.628342,6.293589,3.231843,4.252425,9.0
12687,I,0.7,0.525,0.1625,2.608154,1.190679,0.52446575,0.7654365,5.0
12688,M,1.3125,1.0,0.3625,21.72989175,8.164656,4.7343665,7.7961125,10.0
12689,F,1.425,1.1375,0.425,28.81726675,11.793392,6.93145275,8.3631025,10.0
12690,F,1.6,1.25,0.4375,40.653183,18.9091165,7.2858215,10.8011595,10.0
12691,M,1.3875,1.125,0.325,23.48756075,11.60912025,5.046211,6.180191,8.0
12692,M,1.2625,0.9625,0.3375,18.71067,5.953395,3.8271825,6.0951425,14.0
12693,M,1.425,1.1125,0.375,28.33532525,13.08329425,6.6054335,7.5126175,9.0
12694,F,1.75,1.375,0.4625,53.29706,25.8830935,12.06271225,12.8990225,11.0
12695,I,1.375,1.0625,0.3125,21.885814,8.97261675,4.55009475,5.386405,10.0
12696,M,1.5375,1.2125,0.4,31.19862475,15.0535845,6.350288,8.788345,11.0
12697,I,0.9,0.675,0.225,7.41339425,2.721552,1.63009625,2.26796,6.0
12698,I,0.975,0.725,0.225,8.06543275,4.86193925,1.871067,2.1262125,7.0
12699,F,1.375,1.0625,0.375,21.715717,7.824462,4.60679375,6.0951425,10.0
12700,M,1.5875,1.3125,0.475,40.25629,18.9091165,8.49067525,10.44679075,10.0
12701,F,1.5875,1.2,0.4125,32.601925,15.195332,8.23552975,8.221355,9.0
12702,I,0.875,0.65,0.225,5.17378375,2.097863,1.00640725,1.70097,7.0
12703,F,1.7625,1.3875,0.4625,52.900167,23.530085,10.87203325,13.99047825,11.0
12704,I,1.2625,1.0,0.325,18.75319425,8.34892775,4.025629,5.613201,8.0
12705,F,1.4375,1.125,0.375,24.38057,12.77144975,4.57844425,6.9456275,8.0
12706,F,1.625,1.3,0.475,47.513762,19.6462035,9.2135875,12.757275,12.0
12707,M,1.3,1.0,0.425,23.0481435,9.87980075,4.9044635,5.5281525,14.0
12708,I,1.0125,0.7625,0.225,7.6827145,3.005047,1.6159215,2.26796,6.0
12709,M,1.2625,1.025,0.3125,19.43358225,8.845044,4.1106775,6.3786375,9.0
12710,F,1.5,1.25,0.4,31.808139,11.12717875,7.24329725,9.63883,10.0
12711,I,0.6875,0.5,0.15,2.608154,1.1056305,0.52446575,0.793786,6.0
12712,M,1.6,1.2625,0.4125,37.0527965,15.422128,7.484268,9.7805775,11.0
12713,F,1.475,1.2,0.4,30.91512975,12.99824575,5.88252125,10.0640725,9.0
12714,F,1.45,1.175,0.4125,28.02348075,11.4248485,6.4920355,8.3631025,11.0
12715,F,1.5,1.1625,0.4,29.1149365,11.4815475,6.2085405,8.0796075,11.0
12716,M,1.5625,1.25,0.4375,33.0271675,13.99047825,6.90310325,10.0640725,12.0
12717,M,1.425,1.05,0.3625,23.09066775,10.61688775,5.726599,6.6621325,11.0
12718,I,1.3,0.9375,0.3,17.463292,7.3425205,3.9972795,4.6776675,8.0
12719,M,1.525,1.1875,0.3625,31.70891575,14.72756525,6.84640425,8.788345,8.0
12720,F,1.35,1.125,0.375,24.6357155,8.15048125,5.54232725,7.2291225,16.0
12721,I,1.0125,0.75,0.25,8.618248,3.742134,2.25378525,2.28213475,9.0
12722,M,1.525,1.15,0.4,28.122704,12.417081,6.30776375,7.540967,9.0
12723,I,0.8375,0.625,0.225,5.57067675,2.721552,1.247378,1.5592225,5.0
12724,I,1.0875,0.8125,0.275,10.6877615,4.40834725,2.097863,3.40194,7.0
12725,M,1.7375,1.4125,0.5,44.94813225,18.9091165,11.35397475,13.0691195,11.0
12726,M,1.3875,1.0625,0.3625,23.71435675,7.98038425,6.2652395,7.93786,10.0
12727,M,1.6125,1.25,0.4625,35.59279725,14.04717725,7.0023265,11.793392,11.0
12728,F,1.4875,1.175,0.3875,23.99785175,9.1001895,3.55786225,6.9456275,9.0
12729,M,1.3,1.0,0.3125,17.67591325,8.77417025,3.061746,4.706017,9.0
12730,F,1.4625,1.125,0.3375,25.7696955,11.15552825,6.123492,6.80388,9.0
12731,M,1.8125,1.4,0.4375,54.7995835,19.1359125,10.13494625,17.57669,14.0
12732,M,1.8,1.4125,0.45,50.56133325,25.004259,11.0846545,12.2186345,11.0
12733,M,1.1875,0.925,0.275,12.587178,5.74077375,2.721552,3.3168915,7.0
12734,M,1.1875,0.925,0.3125,13.04077,5.74077375,2.87747425,4.3941725,10.0
12735,I,1.125,0.85,0.3,15.2236815,7.15824875,3.01922175,3.75630875,8.0
12736,M,1.575,1.25,0.425,33.40988575,14.968536,7.10154975,8.3631025,9.0
12737,M,1.525,1.2,0.3875,30.7592075,12.77144975,6.2652395,8.0796075,11.0
12738,I,1.225,0.95,0.275,14.35902175,6.76135575,2.948348,4.53592,7.0
12739,I,0.8375,0.6375,0.225,5.5281525,2.211261,1.14815475,1.5592225,11.0
12740,M,1.6125,1.3125,0.475,43.02036625,18.0586315,9.241937,11.3398,9.0
12741,F,1.625,1.3125,0.4875,38.42774725,14.401546,8.3064035,11.623295,17.0
12742,F,1.7875,1.375,0.4375,47.18774275,21.98503725,9.128539,12.3320325,14.0
12743,M,1.5625,1.25,0.425,30.277266,13.60776,6.42116175,9.7805775,11.0
12744,F,1.45,1.2125,0.4375,31.18445,11.15552825,6.10931725,11.056305,20.0
12745,I,1.2375,0.95,0.3,16.3009625,7.37087,3.2601925,5.386405,8.0
